# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,
# Mon Aug 26 11:19:54 2024,,,,,,,,,,,,
id,name,host,numStars,numPlanets,discoveryMethod,discYear,discFacility,controv_flag,mass,temperatureStar,metalRatio,releasedate
20911,Kepler-272 d,Kepler-272,1,3,Transit,2014,Kepler,0,-1,5528.34,[M/H],2018-09-25
20912,Kepler-272 d,Kepler-272,1,3,Transit,2014,Kepler,0,-1,5297.00,*,2014-05-14
20913,Kepler-272 d,Kepler-272,1,3,Transit,2014,Kepler,0,-1,5439.00,*,2018-09-06
20914,Kepler-272 d,Kepler-272,1,3,Transit,2014,Kepler,0,-1,5528.34,[M/H],2019-04-18
20915,Kepler-273 b,Kepler-273,1,2,Transit,2014,Kepler,0,-1,5217.00,*,2018-09-06
20916,Kepler-273 b,Kepler-273,1,2,Transit,2014,Kepler,0,-1,5627.00,[Fe/H],2015-08-25
20917,Kepler-273 b,Kepler-273,1,2,Transit,2014,Kepler,0,-1,5682.00,*,2013-10-28
20918,Kepler-273 b,Kepler-273,1,2,Transit,2014,Kepler,0,-1,5626.00,*,2014-05-14
20919,Kepler-273 b,Kepler-273,1,2,Transit,2014,Kepler,0,-1,5359.00,[Fe/H],2017-05-08
20920,Kepler-273 b,Kepler-273,1,2,Transit,2014,Kepler,0,-1,5627.00,[Fe/H],2014-11-21
20921,Kepler-273 b,Kepler-273,1,2,Transit,2014,Kepler,0,-1,5584.00,[Fe/H],2016-05-10
20922,Kepler-273 b,Kepler-273,1,2,Transit,2014,Kepler,0,-1,5441.00,*,2018-09-25
20923,Kepler-273 b,Kepler-273,1,2,Transit,2014,Kepler,0,-1,5627.00,[Fe/H],2014-11-18
20924,Kepler-273 b,Kepler-273,1,2,Transit,2014,Kepler,0,-1,5441.00,*,2019-04-18
20925,Kepler-273 c,Kepler-273,1,2,Transit,2014,Kepler,0,-1,5627.00,[Fe/H],2014-11-18
20926,Kepler-273 c,Kepler-273,1,2,Transit,2014,Kepler,0,-1,5627.00,[Fe/H],2014-11-21
20927,Kepler-273 c,Kepler-273,1,2,Transit,2014,Kepler,0,-1,5584.00,[Fe/H],2016-05-10
20928,Kepler-273 c,Kepler-273,1,2,Transit,2014,Kepler,0,-1,5359.00,[Fe/H],2017-05-08
20929,Kepler-273 c,Kepler-273,1,2,Transit,2014,Kepler,0,-1,5217.00,*,2018-09-06
20930,Kepler-273 c,Kepler-273,1,2,Transit,2014,Kepler,0,-1,5682.00,*,2013-10-28
20931,Kepler-273 c,Kepler-273,1,2,Transit,2014,Kepler,0,-1,5441.00,*,2018-09-25
20932,Kepler-273 c,Kepler-273,1,2,Transit,2014,Kepler,0,-1,5441.00,*,2019-04-18
20933,Kepler-273 c,Kepler-273,1,2,Transit,2014,Kepler,0,-1,5626.00,*,2014-05-14
20934,Kepler-273 c,Kepler-273,1,2,Transit,2014,Kepler,0,-1,5627.00,[Fe/H],2015-08-25
20935,Kepler-273 c,Kepler-273,1,2,Transit,2014,Kepler,0,-1,5441.00,*,2016-07-28
20936,Kepler-274 b,Kepler-274,1,2,Transit,2014,Kepler,0,-1,6020.00,[Fe/H],2015-08-25
20937,Kepler-274 b,Kepler-274,1,2,Transit,2014,Kepler,0,-1,5570.00,[Fe/H],2017-05-08
20938,Kepler-274 b,Kepler-274,1,2,Transit,2014,Kepler,0,-1,6020.00,[Fe/H],2014-11-21
20939,Kepler-274 b,Kepler-274,1,2,Transit,2014,Kepler,0,-1,5684.00,*,2018-09-06
20940,Kepler-274 b,Kepler-274,1,2,Transit,2014,Kepler,0,-1,5668.23,[M/H],2019-04-18
20941,Kepler-274 b,Kepler-274,1,2,Transit,2014,Kepler,0,-1,5668.23,[M/H],2018-09-25
20942,Kepler-274 b,Kepler-274,1,2,Transit,2014,Kepler,0,-1,5954.00,[Fe/H],2016-05-10
20943,Kepler-274 b,Kepler-274,1,2,Transit,2014,Kepler,0,-1,6023.00,*,2014-05-14
20944,Kepler-274 b,Kepler-274,1,2,Transit,2014,Kepler,0,-1,6020.00,[Fe/H],2014-11-18
20945,Kepler-274 c,Kepler-274,1,2,Transit,2014,Kepler,0,-1,6023.00,*,2014-05-14
20946,Kepler-274 c,Kepler-274,1,2,Transit,2014,Kepler,0,-1,6020.00,[Fe/H],2014-11-18
20947,Kepler-274 c,Kepler-274,1,2,Transit,2014,Kepler,0,-1,5954.00,[Fe/H],2016-05-10
20948,Kepler-274 c,Kepler-274,1,2,Transit,2014,Kepler,0,-1,5668.23,[M/H],2018-09-25
20949,Kepler-274 c,Kepler-274,1,2,Transit,2014,Kepler,0,-1,6020.00,[Fe/H],2015-08-25
20950,Kepler-274 c,Kepler-274,1,2,Transit,2014,Kepler,0,-1,5684.00,*,2018-09-06
20951,Kepler-274 c,Kepler-274,1,2,Transit,2014,Kepler,0,-1,5570.00,[Fe/H],2017-05-08
20952,Kepler-274 c,Kepler-274,1,2,Transit,2014,Kepler,0,-1,6020.00,[Fe/H],2014-11-21
20953,Kepler-274 c,Kepler-274,1,2,Transit,2014,Kepler,0,-1,5668.23,[M/H],2019-04-18
20954,Kepler-274 c,Kepler-274,1,2,Transit,2014,Kepler,0,-1,5668.23,[M/H],2016-07-28
20955,Kepler-275 b,Kepler-275,1,3,Transit,2014,Kepler,0,-1,6157.00,[Fe/H],2017-05-08
20956,Kepler-275 b,Kepler-275,1,3,Transit,2014,Kepler,0,-1,6179.00,*,2018-09-06
20957,Kepler-275 b,Kepler-275,1,3,Transit,2014,Kepler,0,-1,6535.00,[Fe/H],2014-11-18
20958,Kepler-275 b,Kepler-275,1,3,Transit,2014,Kepler,0,-1,6495.00,*,2013-10-28
20959,Kepler-275 b,Kepler-275,1,3,Transit,2014,Kepler,0,-1,6535.00,[Fe/H],2014-11-21
20960,Kepler-275 b,Kepler-275,1,3,Transit,2014,Kepler,0,-1,6222.00,*,2019-04-18
20961,Kepler-275 b,Kepler-275,1,3,Transit,2014,Kepler,0,-1,6222.00,*,2018-09-25
20962,Kepler-275 b,Kepler-275,1,3,Transit,2014,Kepler,0,-1,6535.00,[Fe/H],2015-08-25
20963,Kepler-275 b,Kepler-275,1,3,Transit,2014,Kepler,0,-1,6165.00,*,2014-05-14
20964,Kepler-275 b,Kepler-275,1,3,Transit,2014,Kepler,0,-1,6193.00,[Fe/H],2016-05-10
20965,Kepler-275 c,Kepler-275,1,3,Transit,2014,Kepler,0,-1,6535.00,[Fe/H],2014-11-18
20966,Kepler-275 c,Kepler-275,1,3,Transit,2014,Kepler,0,-1,6535.00,[Fe/H],2015-08-25
20967,Kepler-275 c,Kepler-275,1,3,Transit,2014,Kepler,0,-1,6193.00,[Fe/H],2016-05-10
20968,Kepler-275 c,Kepler-275,1,3,Transit,2014,Kepler,0,-1,6495.00,*,2013-10-28
20969,Kepler-275 c,Kepler-275,1,3,Transit,2014,Kepler,0,-1,6179.00,*,2018-09-06
20970,Kepler-275 c,Kepler-275,1,3,Transit,2014,Kepler,0,-1,6165.00,*,2014-05-14
20971,Kepler-275 c,Kepler-275,1,3,Transit,2014,Kepler,0,-1,6157.00,[Fe/H],2017-05-08
20972,Kepler-275 c,Kepler-275,1,3,Transit,2014,Kepler,0,-1,6535.00,[Fe/H],2014-11-21
20973,Kepler-275 c,Kepler-275,1,3,Transit,2014,Kepler,0,-1,6222.00,*,2018-09-25
20974,Kepler-275 c,Kepler-275,1,3,Transit,2014,Kepler,0,-1,6222.00,*,2019-04-18
20975,Kepler-275 c,Kepler-275,1,3,Transit,2014,Kepler,0,-1,6222.00,*,2016-07-28
20976,Kepler-275 d,Kepler-275,1,3,Transit,2014,Kepler,0,-1,6157.00,[Fe/H],2017-05-08
20977,Kepler-275 d,Kepler-275,1,3,Transit,2014,Kepler,0,-1,6222.00,*,2019-04-18
20978,Kepler-275 d,Kepler-275,1,3,Transit,2014,Kepler,0,-1,6535.00,[Fe/H],2015-08-25
20979,Kepler-275 d,Kepler-275,1,3,Transit,2014,Kepler,0,-1,6165.00,*,2014-05-14
20980,Kepler-275 d,Kepler-275,1,3,Transit,2014,Kepler,0,-1,6222.00,*,2016-07-28
20981,Kepler-275 d,Kepler-275,1,3,Transit,2014,Kepler,0,-1,6179.00,*,2018-09-06
20982,Kepler-275 d,Kepler-275,1,3,Transit,2014,Kepler,0,-1,6193.00,[Fe/H],2016-05-10
20983,Kepler-275 d,Kepler-275,1,3,Transit,2014,Kepler,0,-1,6222.00,*,2018-09-25
20984,Kepler-275 d,Kepler-275,1,3,Transit,2014,Kepler,0,-1,6495.00,*,2013-10-28
20985,Kepler-275 d,Kepler-275,1,3,Transit,2014,Kepler,0,-1,6535.00,[Fe/H],2014-11-18
20986,Kepler-275 d,Kepler-275,1,3,Transit,2014,Kepler,0,-1,6535.00,[Fe/H],2014-11-21
20987,Kepler-276 b,Kepler-276,1,3,Transit,2014,Kepler,0,-1,6057.00,*,2013-10-28
20988,Kepler-276 b,Kepler-276,1,3,Transit,2014,Kepler,0,-1,6102.00,[Fe/H],2014-11-21
20989,Kepler-276 b,Kepler-276,1,3,Transit,2014,Kepler,0,-1,6105.00,*,2014-05-14
20990,Kepler-276 b,Kepler-276,1,3,Transit,2014,Kepler,0,-1,5746.00,*,2016-07-28
20991,Kepler-276 b,Kepler-276,1,3,Transit,2014,Kepler,0,-1,5693.00,*,2018-09-06
20992,Kepler-276 b,Kepler-276,1,3,Transit,2014,Kepler,0,-1,5746.00,*,2018-09-25
20993,Kepler-276 b,Kepler-276,1,3,Transit,2014,Kepler,0,-1,5746.00,*,2019-04-18
20994,Kepler-276 b,Kepler-276,1,3,Transit,2014,Kepler,0,-1,5833.00,[Fe/H],2016-05-10
20995,Kepler-276 b,Kepler-276,1,3,Transit,2014,Kepler,0,-1,6102.00,[Fe/H],2014-11-18
20996,Kepler-276 b,Kepler-276,1,3,Transit,2014,Kepler,0,-1,5779.00,[Fe/H],2017-05-08
20997,Kepler-276 b,Kepler-276,1,3,Transit,2014,Kepler,0,-1,6102.00,[Fe/H],2015-08-25
20998,Kepler-276 c,Kepler-276,1,3,Transit,2013,Kepler,0,-1,6102.00,[Fe/H],2014-11-21
20999,Kepler-276 c,Kepler-276,1,3,Transit,2013,Kepler,0,-1,6102.00,[Fe/H],2015-08-25
21000,Kepler-276 c,Kepler-276,1,3,Transit,2013,Kepler,0,-1,6102.00,[Fe/H],2014-11-18
21001,Kepler-276 c,Kepler-276,1,3,Transit,2013,Kepler,0,-1,5833.00,[Fe/H],2016-05-10
21002,Kepler-276 c,Kepler-276,1,3,Transit,2013,Kepler,0,-1,6057.00,*,2013-10-28
21003,Kepler-276 c,Kepler-276,1,3,Transit,2013,Kepler,0,-1,5693.00,*,2018-09-06
21004,Kepler-276 c,Kepler-276,1,3,Transit,2013,Kepler,0,1.550.000,-1,*,2014-05-28
21005,Kepler-276 c,Kepler-276,1,3,Transit,2013,Kepler,0,-1,5746.00,*,2016-07-28
21006,Kepler-276 c,Kepler-276,1,3,Transit,2013,Kepler,0,-1,5746.00,*,2018-09-25
21007,Kepler-276 c,Kepler-276,1,3,Transit,2013,Kepler,0,440.000,-1,*,2014-05-14
21008,Kepler-276 c,Kepler-276,1,3,Transit,2013,Kepler,0,-1,5779.00,[Fe/H],2017-05-08
21009,Kepler-276 d,Kepler-276,1,3,Transit,2013,Kepler,0,2.110.000,-1,*,2014-05-28
21010,Kepler-276 d,Kepler-276,1,3,Transit,2013,Kepler,0,500.000,-1,*,2014-05-14
21011,Kepler-276 d,Kepler-276,1,3,Transit,2013,Kepler,0,-1,5833.00,[Fe/H],2016-05-10
21012,Kepler-276 d,Kepler-276,1,3,Transit,2013,Kepler,0,-1,5779.00,[Fe/H],2017-05-08
21013,Kepler-276 d,Kepler-276,1,3,Transit,2013,Kepler,0,-1,5693.00,*,2018-09-06
21014,Kepler-276 d,Kepler-276,1,3,Transit,2013,Kepler,0,-1,5746.00,*,2018-09-25
21015,Kepler-276 d,Kepler-276,1,3,Transit,2013,Kepler,0,-1,6102.00,[Fe/H],2014-11-18
21016,Kepler-276 d,Kepler-276,1,3,Transit,2013,Kepler,0,-1,5746.00,*,2016-07-28
21017,Kepler-276 d,Kepler-276,1,3,Transit,2013,Kepler,0,-1,6102.00,[Fe/H],2015-08-25
21018,Kepler-276 d,Kepler-276,1,3,Transit,2013,Kepler,0,-1,5746.00,*,2019-04-18
21019,Kepler-276 d,Kepler-276,1,3,Transit,2013,Kepler,0,-1,6057.00,*,2013-10-28
21020,Kepler-276 d,Kepler-276,1,3,Transit,2013,Kepler,0,-1,6102.00,[Fe/H],2014-11-21
21021,Kepler-277 b,Kepler-277,1,2,Transit,2013,Kepler,0,-1,6065.00,*,2018-09-06
21022,Kepler-277 b,Kepler-277,1,2,Transit,2013,Kepler,0,-1,5914.00,*,2018-09-25
21023,Kepler-277 b,Kepler-277,1,2,Transit,2013,Kepler,0,-1,5968.00,[Fe/H],2017-05-08
21024,Kepler-277 b,Kepler-277,1,2,Transit,2013,Kepler,0,6.980.000,-1,*,2014-05-28
21025,Kepler-277 b,Kepler-277,1,2,Transit,2013,Kepler,0,-1,5941.00,[Fe/H],2015-08-25
21026,Kepler-277 b,Kepler-277,1,2,Transit,2013,Kepler,0,4.170.000,-1,*,2014-05-14
21027,Kepler-277 b,Kepler-277,1,2,Transit,2013,Kepler,0,-1,5946.00,*,2013-10-28
21028,Kepler-277 b,Kepler-277,1,2,Transit,2013,Kepler,0,-1,5914.00,*,2019-04-18
21029,Kepler-277 b,Kepler-277,1,2,Transit,2013,Kepler,0,-1,5941.00,[Fe/H],2014-11-18
21030,Kepler-277 b,Kepler-277,1,2,Transit,2013,Kepler,0,-1,6061.00,[Fe/H],2016-05-10
21031,Kepler-277 b,Kepler-277,1,2,Transit,2013,Kepler,0,-1,5914.00,*,2016-07-28
21032,Kepler-277 b,Kepler-277,1,2,Transit,2013,Kepler,0,-1,5941.00,[Fe/H],2014-11-21
21033,Kepler-277 c,Kepler-277,1,2,Transit,2013,Kepler,0,-1,5914.00,*,2016-07-28
21034,Kepler-277 c,Kepler-277,1,2,Transit,2013,Kepler,0,-1,5914.00,*,2018-09-25
21035,Kepler-277 c,Kepler-277,1,2,Transit,2013,Kepler,0,1.810.000,-1,*,2014-05-14
21036,Kepler-277 c,Kepler-277,1,2,Transit,2013,Kepler,0,-1,5914.00,*,2019-04-18
21037,Kepler-277 c,Kepler-277,1,2,Transit,2013,Kepler,0,-1,6065.00,*,2018-09-06
21038,Kepler-277 c,Kepler-277,1,2,Transit,2013,Kepler,0,-1,5946.00,*,2013-10-28
21039,Kepler-277 c,Kepler-277,1,2,Transit,2013,Kepler,0,-1,5941.00,[Fe/H],2015-08-25
21040,Kepler-277 c,Kepler-277,1,2,Transit,2013,Kepler,0,-1,5941.00,[Fe/H],2014-11-18
21041,Kepler-277 c,Kepler-277,1,2,Transit,2013,Kepler,0,-1,5941.00,[Fe/H],2014-11-21
21042,Kepler-277 c,Kepler-277,1,2,Transit,2013,Kepler,0,-1,6061.00,[Fe/H],2016-05-10
21043,Kepler-277 c,Kepler-277,1,2,Transit,2013,Kepler,0,-1,5968.00,[Fe/H],2017-05-08
21044,Kepler-277 c,Kepler-277,1,2,Transit,2013,Kepler,0,5.360.000,-1,*,2014-05-28
21045,Kepler-278 b,Kepler-278,1,2,Transit,2014,Kepler,0,-1,4989.00,[Fe/H],2016-05-10
21046,Kepler-278 b,Kepler-278,1,2,Transit,2014,Kepler,0,-1,4991.00,[Fe/H],2015-08-25
21047,Kepler-278 b,Kepler-278,1,2,Transit,2014,Kepler,0,-1,5128.00,*,2013-10-28
21048,Kepler-278 b,Kepler-278,1,2,Transit,2014,Kepler,0,-1,4991.00,[Fe/H],2014-11-21
21049,Kepler-278 b,Kepler-278,1,2,Transit,2014,Kepler,0,-1,5002.00,*,2018-09-06
21050,Kepler-278 b,Kepler-278,1,2,Transit,2014,Kepler,0,-1,4991.00,*,2014-05-14
21051,Kepler-278 b,Kepler-278,1,2,Transit,2014,Kepler,0,-1,5010.00,[Fe/H],2017-05-08
21052,Kepler-278 b,Kepler-278,1,2,Transit,2014,Kepler,0,-1,4991.00,[Fe/H],2014-11-18
21053,Kepler-278 b,Kepler-278,1,2,Transit,2014,Kepler,0,-1,4904.79,[M/H],2019-04-18
21054,Kepler-278 b,Kepler-278,1,2,Transit,2014,Kepler,0,-1,4904.79,[M/H],2016-07-28
21055,Kepler-278 b,Kepler-278,1,2,Transit,2014,Kepler,0,-1,4904.79,[M/H],2015-05-21
21056,Kepler-278 b,Kepler-278,1,2,Transit,2014,Kepler,0,-1,4904.79,[M/H],2018-09-25
21057,Kepler-278 c,Kepler-278,1,2,Transit,2014,Kepler,0,-1,4991.00,[Fe/H],2014-11-21
21058,Kepler-278 c,Kepler-278,1,2,Transit,2014,Kepler,0,-1,5002.00,*,2018-09-06
21059,Kepler-278 c,Kepler-278,1,2,Transit,2014,Kepler,0,-1,4991.00,*,2014-05-14
21060,Kepler-278 c,Kepler-278,1,2,Transit,2014,Kepler,0,-1,4904.79,[M/H],2016-07-28
21061,Kepler-278 c,Kepler-278,1,2,Transit,2014,Kepler,0,-1,5128.00,*,2013-10-28
21062,Kepler-278 c,Kepler-278,1,2,Transit,2014,Kepler,0,-1,4991.00,[Fe/H],2014-11-18
21063,Kepler-278 c,Kepler-278,1,2,Transit,2014,Kepler,0,-1,4904.79,[M/H],2018-09-25
21064,Kepler-278 c,Kepler-278,1,2,Transit,2014,Kepler,0,-1,4989.00,[Fe/H],2016-05-10
21065,Kepler-278 c,Kepler-278,1,2,Transit,2014,Kepler,0,-1,5010.00,[Fe/H],2017-05-08
21066,Kepler-278 c,Kepler-278,1,2,Transit,2014,Kepler,0,-1,4904.79,[M/H],2019-04-18
21067,Kepler-278 c,Kepler-278,1,2,Transit,2014,Kepler,0,-1,4991.00,[Fe/H],2015-08-25
21068,Kepler-278 c,Kepler-278,1,2,Transit,2014,Kepler,0,-1,4904.79,[M/H],2015-05-21
21069,Kepler-279 b,Kepler-279,1,3,Transit,2014,Kepler,0,-1,6366.00,[Fe/H],2017-05-08
21070,Kepler-279 b,Kepler-279,1,3,Transit,2014,Kepler,0,-1,6689.45,[M/H],2018-09-25
21071,Kepler-279 b,Kepler-279,1,3,Transit,2014,Kepler,0,-1,6779.00,*,2013-10-28
21072,Kepler-279 b,Kepler-279,1,3,Transit,2014,Kepler,0,-1,6781.00,[Fe/H],2014-11-21
21073,Kepler-279 b,Kepler-279,1,3,Transit,2014,Kepler,0,-1,6689.45,[M/H],2016-07-28
21074,Kepler-279 b,Kepler-279,1,3,Transit,2014,Kepler,0,-1,6363.00,*,2014-05-14
21075,Kepler-279 b,Kepler-279,1,3,Transit,2014,Kepler,0,-1,6363.00,*,2018-09-06
21076,Kepler-279 b,Kepler-279,1,3,Transit,2014,Kepler,0,-1,6488.00,[Fe/H],2016-05-10
21077,Kepler-279 b,Kepler-279,1,3,Transit,2014,Kepler,0,-1,6689.45,[M/H],2019-04-18
21078,Kepler-279 b,Kepler-279,1,3,Transit,2014,Kepler,0,-1,6781.00,[Fe/H],2015-08-25
21079,Kepler-279 b,Kepler-279,1,3,Transit,2014,Kepler,0,-1,6781.00,[Fe/H],2014-11-18
21080,Kepler-279 c,Kepler-279,1,3,Transit,2013,Kepler,0,-1,6779.00,*,2013-10-28
21081,Kepler-279 c,Kepler-279,1,3,Transit,2013,Kepler,0,-1,6689.45,[M/H],2016-07-28
21082,Kepler-279 c,Kepler-279,1,3,Transit,2013,Kepler,0,-1,6366.00,[Fe/H],2017-05-08
21083,Kepler-279 c,Kepler-279,1,3,Transit,2013,Kepler,0,720.000,-1,*,2014-05-14
21084,Kepler-279 c,Kepler-279,1,3,Transit,2013,Kepler,0,-1,6689.45,[M/H],2018-09-25
21085,Kepler-279 c,Kepler-279,1,3,Transit,2013,Kepler,0,-1,6781.00,[Fe/H],2014-11-18
21086,Kepler-279 c,Kepler-279,1,3,Transit,2013,Kepler,0,220.000,-1,*,2018-06-21
21087,Kepler-279 c,Kepler-279,1,3,Transit,2013,Kepler,0,-1,6781.00,[Fe/H],2015-08-25
21088,Kepler-279 c,Kepler-279,1,3,Transit,2013,Kepler,0,-1,6781.00,[Fe/H],2014-11-21
21089,Kepler-279 c,Kepler-279,1,3,Transit,2013,Kepler,0,-1,6488.00,[Fe/H],2016-05-10
21090,Kepler-279 c,Kepler-279,1,3,Transit,2013,Kepler,0,-1,6363.00,*,2018-09-06
21091,Kepler-279 d,Kepler-279,1,3,Transit,2013,Kepler,0,-1,6689.45,[M/H],2018-09-25
21092,Kepler-279 d,Kepler-279,1,3,Transit,2013,Kepler,0,-1,6781.00,[Fe/H],2014-11-18
21093,Kepler-279 d,Kepler-279,1,3,Transit,2013,Kepler,0,550.000,-1,*,2014-05-14
21094,Kepler-279 d,Kepler-279,1,3,Transit,2013,Kepler,0,120.000,-1,*,2018-06-21
21095,Kepler-279 d,Kepler-279,1,3,Transit,2013,Kepler,0,-1,6779.00,*,2013-10-28
21096,Kepler-279 d,Kepler-279,1,3,Transit,2013,Kepler,0,-1,6781.00,[Fe/H],2015-08-25
21097,Kepler-279 d,Kepler-279,1,3,Transit,2013,Kepler,0,-1,6488.00,[Fe/H],2016-05-10
21098,Kepler-279 d,Kepler-279,1,3,Transit,2013,Kepler,0,-1,6689.45,[M/H],2016-07-28
21099,Kepler-279 d,Kepler-279,1,3,Transit,2013,Kepler,0,-1,6781.00,[Fe/H],2014-11-21
21100,Kepler-279 d,Kepler-279,1,3,Transit,2013,Kepler,0,-1,6363.00,*,2018-09-06
21101,Kepler-28 b,Kepler-28,1,2,Transit,2011,Kepler,0,-1,4663.00,*,2013-10-28
21102,Kepler-28 b,Kepler-28,1,2,Transit,2011,Kepler,0,-1,4072.00,[Fe/H],2014-11-18
21103,Kepler-28 b,Kepler-28,1,2,Transit,2011,Kepler,0,-1,4072.00,[Fe/H],2014-11-21
21104,Kepler-28 b,Kepler-28,1,2,Transit,2011,Kepler,0,-1,4072.00,[Fe/H],2017-05-08
21105,Kepler-28 b,Kepler-28,1,2,Transit,2011,Kepler,0,-1,4072.00,[M/H],2016-02-25
21106,Kepler-28 b,Kepler-28,1,2,Transit,2011,Kepler,0,-1,4072.00,[Fe/H],2015-08-25
21107,Kepler-28 b,Kepler-28,1,2,Transit,2011,Kepler,0,-1,4674.00,*,2018-09-06
21108,Kepler-28 b,Kepler-28,1,2,Transit,2011,Kepler,0,380.000,-1,*,2014-05-28
21109,Kepler-28 b,Kepler-28,1,2,Transit,2011,Kepler,0,-1,4590.00,[M/H],2014-05-14
21110,Kepler-28 b,Kepler-28,1,2,Transit,2011,Kepler,0,-1,4660.99,[M/H],2018-09-25
21111,Kepler-28 b,Kepler-28,1,2,Transit,2011,Kepler,0,51.000,4499.30,*,2024-06-10
21112,Kepler-28 b,Kepler-28,1,2,Transit,2011,Kepler,0,-1,4660.99,[M/H],2016-07-28
21113,Kepler-28 b,Kepler-28,1,2,Transit,2011,Kepler,0,-1,4690.00,[Fe/H],2016-05-10
21114,Kepler-28 c,Kepler-28,1,2,Transit,2011,Kepler,0,-1,4660.99,[M/H],2018-09-25
21115,Kepler-28 c,Kepler-28,1,2,Transit,2011,Kepler,0,-1,4072.00,[Fe/H],2014-11-18
21116,Kepler-28 c,Kepler-28,1,2,Transit,2011,Kepler,0,-1,4674.00,*,2018-09-06
21117,Kepler-28 c,Kepler-28,1,2,Transit,2011,Kepler,0,-1,4660.99,[M/H],2016-07-28
21118,Kepler-28 c,Kepler-28,1,2,Transit,2011,Kepler,0,-1,4072.00,[Fe/H],2014-11-21
21119,Kepler-28 c,Kepler-28,1,2,Transit,2011,Kepler,0,-1,4690.00,[Fe/H],2016-05-10
21120,Kepler-28 c,Kepler-28,1,2,Transit,2011,Kepler,0,-1,4072.00,[Fe/H],2015-08-25
21121,Kepler-28 c,Kepler-28,1,2,Transit,2011,Kepler,0,-1,4590.00,[M/H],2014-05-14
21122,Kepler-28 c,Kepler-28,1,2,Transit,2011,Kepler,0,-1,4072.00,[M/H],2016-02-25
21123,Kepler-28 c,Kepler-28,1,2,Transit,2011,Kepler,0,610.000,-1,*,2014-05-28
21124,Kepler-28 c,Kepler-28,1,2,Transit,2011,Kepler,0,70.000,4499.30,*,2024-06-10
21125,Kepler-28 c,Kepler-28,1,2,Transit,2011,Kepler,0,-1,4072.00,[Fe/H],2017-05-08
21126,Kepler-28 c,Kepler-28,1,2,Transit,2011,Kepler,0,-1,4663.00,*,2013-10-28
21127,Kepler-280 b,Kepler-280,1,2,Transit,2014,Kepler,0,-1,5657.00,[Fe/H],2016-05-10
21128,Kepler-280 b,Kepler-280,1,2,Transit,2014,Kepler,0,-1,5744.00,*,2014-05-14
21129,Kepler-280 b,Kepler-280,1,2,Transit,2014,Kepler,0,-1,5741.00,[Fe/H],2015-08-25
21130,Kepler-280 b,Kepler-280,1,2,Transit,2014,Kepler,0,-1,5741.00,[Fe/H],2014-11-18
21131,Kepler-280 b,Kepler-280,1,2,Transit,2014,Kepler,0,-1,5541.00,*,2018-09-06
21132,Kepler-280 b,Kepler-280,1,2,Transit,2014,Kepler,0,-1,5451.96,[M/H],2016-07-28
21133,Kepler-280 b,Kepler-280,1,2,Transit,2014,Kepler,0,-1,5451.96,[M/H],2018-09-25
21134,Kepler-280 b,Kepler-280,1,2,Transit,2014,Kepler,0,-1,5738.00,*,2013-10-28
21135,Kepler-280 b,Kepler-280,1,2,Transit,2014,Kepler,0,-1,5534.00,[Fe/H],2017-05-08
21136,Kepler-280 b,Kepler-280,1,2,Transit,2014,Kepler,0,-1,5741.00,[Fe/H],2014-11-21
21137,Kepler-280 b,Kepler-280,1,2,Transit,2014,Kepler,0,-1,5451.96,[M/H],2019-04-18
21138,Kepler-280 c,Kepler-280,1,2,Transit,2014,Kepler,0,-1,5541.00,*,2018-09-06
21139,Kepler-280 c,Kepler-280,1,2,Transit,2014,Kepler,0,-1,5451.96,[M/H],2018-09-25
21140,Kepler-280 c,Kepler-280,1,2,Transit,2014,Kepler,0,-1,5451.96,[M/H],2016-07-28
21141,Kepler-280 c,Kepler-280,1,2,Transit,2014,Kepler,0,-1,5744.00,*,2014-05-14
21142,Kepler-280 c,Kepler-280,1,2,Transit,2014,Kepler,0,-1,5741.00,[Fe/H],2014-11-18
21143,Kepler-280 c,Kepler-280,1,2,Transit,2014,Kepler,0,-1,5657.00,[Fe/H],2016-05-10
21144,Kepler-280 c,Kepler-280,1,2,Transit,2014,Kepler,0,-1,5738.00,*,2013-10-28
21145,Kepler-280 c,Kepler-280,1,2,Transit,2014,Kepler,0,-1,5451.96,[M/H],2019-04-18
21146,Kepler-280 c,Kepler-280,1,2,Transit,2014,Kepler,0,-1,5741.00,[Fe/H],2015-08-25
21147,Kepler-280 c,Kepler-280,1,2,Transit,2014,Kepler,0,-1,5534.00,[Fe/H],2017-05-08
21148,Kepler-280 c,Kepler-280,1,2,Transit,2014,Kepler,0,-1,5741.00,[Fe/H],2014-11-21
21149,Kepler-281 b,Kepler-281,1,3,Transit,2014,Kepler,0,-1,5723.00,*,2014-05-14
21150,Kepler-281 b,Kepler-281,1,3,Transit,2014,Kepler,0,-1,5717.00,[Fe/H],2014-11-21
21151,Kepler-281 b,Kepler-281,1,3,Transit,2014,Kepler,0,-1,5461.00,*,2018-09-25
21152,Kepler-281 b,Kepler-281,1,3,Transit,2014,Kepler,0,-1,5717.00,[Fe/H],2017-05-08
21153,Kepler-281 b,Kepler-281,1,3,Transit,2014,Kepler,0,-1,5623.00,[Fe/H],2016-05-10
21154,Kepler-281 b,Kepler-281,1,3,Transit,2014,Kepler,0,-1,5675.00,*,2013-10-28
