# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,
# Mon Aug 26 11:19:54 2024,,,,,,,,,,,,
id,name,host,numStars,numPlanets,discoveryMethod,discYear,discFacility,controv_flag,mass,temperatureStar,metalRatio,releasedate
11715,Kepler-139 d,Kepler-139,1,4,Transit,2023,Kepler,0,-1,5616.00,[Fe/H],2014-11-21
11716,Kepler-139 d,Kepler-139,1,4,Transit,2023,Kepler,0,-1,5622.00,*,2013-10-28
11717,Kepler-139 d,Kepler-139,1,4,Transit,2023,Kepler,0,-1,5616.00,[Fe/H],2014-11-18
11718,Kepler-139 d,Kepler-139,1,4,Transit,2023,Kepler,0,-1,5550.00,[M/H],2016-07-28
11719,Kepler-139 d,Kepler-139,1,4,Transit,2023,Kepler,0,-1,5616.00,[Fe/H],2015-08-25
11720,Kepler-139 e,Kepler-139,1,4,Radial Velocity,2023,W. M. Keck Observatory,0,4.268.704,-1,*,2024-02-16
11721,Kepler-1390 b,Kepler-1390,1,1,Transit,2016,Kepler,0,-1,5753.00,[Fe/H],2016-05-10
11722,Kepler-1390 b,Kepler-1390,1,1,Transit,2016,Kepler,0,-1,5662.00,[Fe/H],2014-11-18
11723,Kepler-1390 b,Kepler-1390,1,1,Transit,2016,Kepler,0,-1,5500.00,*,2018-09-06
11724,Kepler-1390 b,Kepler-1390,1,1,Transit,2016,Kepler,0,-1,5388.77,[M/H],2018-09-25
11725,Kepler-1390 b,Kepler-1390,1,1,Transit,2016,Kepler,0,-1,5496.00,[Fe/H],2017-05-08
11726,Kepler-1390 b,Kepler-1390,1,1,Transit,2016,Kepler,0,-1,5662.00,[Fe/H],2014-11-21
11727,Kepler-1390 b,Kepler-1390,1,1,Transit,2016,Kepler,0,-1,5388.77,[M/H],2019-04-18
11728,Kepler-1390 b,Kepler-1390,1,1,Transit,2016,Kepler,0,-1,5662.00,[Fe/H],2015-08-25
11729,Kepler-1390 b,Kepler-1390,1,1,Transit,2016,Kepler,0,-1,5697.00,*,2013-10-28
11730,Kepler-1391 b,Kepler-1391,1,1,Transit,2016,Kepler,0,-1,5840.00,[Fe/H],2016-05-10
11731,Kepler-1391 b,Kepler-1391,1,1,Transit,2016,Kepler,0,-1,5579.13,[M/H],2018-09-25
11732,Kepler-1391 b,Kepler-1391,1,1,Transit,2016,Kepler,0,-1,5579.13,[M/H],2019-04-18
11733,Kepler-1391 b,Kepler-1391,1,1,Transit,2016,Kepler,0,-1,5883.00,[Fe/H],2014-11-21
11734,Kepler-1391 b,Kepler-1391,1,1,Transit,2016,Kepler,0,-1,5885.00,*,2013-10-28
11735,Kepler-1391 b,Kepler-1391,1,1,Transit,2016,Kepler,0,-1,5746.00,[Fe/H],2017-05-08
11736,Kepler-1391 b,Kepler-1391,1,1,Transit,2016,Kepler,0,-1,5883.00,[Fe/H],2015-08-25
11737,Kepler-1391 b,Kepler-1391,1,1,Transit,2016,Kepler,0,-1,5781.00,*,2018-09-06
11738,Kepler-1391 b,Kepler-1391,1,1,Transit,2016,Kepler,0,-1,5579.13,[M/H],2016-07-28
11739,Kepler-1391 b,Kepler-1391,1,1,Transit,2016,Kepler,0,-1,5883.00,[Fe/H],2014-11-18
11740,Kepler-1392 b,Kepler-1392,1,1,Transit,2016,Kepler,0,-1,5926.00,[Fe/H],2014-11-21
11741,Kepler-1392 b,Kepler-1392,1,1,Transit,2016,Kepler,0,-1,5926.00,[Fe/H],2015-08-25
11742,Kepler-1392 b,Kepler-1392,1,1,Transit,2016,Kepler,0,-1,-1,*,2019-04-18
11743,Kepler-1392 b,Kepler-1392,1,1,Transit,2016,Kepler,0,-1,-1,*,2018-09-25
11744,Kepler-1392 b,Kepler-1392,1,1,Transit,2016,Kepler,0,-1,5479.00,[Fe/H],2016-05-10
11745,Kepler-1392 b,Kepler-1392,1,1,Transit,2016,Kepler,0,-1,5926.00,[Fe/H],2017-05-08
11746,Kepler-1392 b,Kepler-1392,1,1,Transit,2016,Kepler,0,-1,5665.00,*,2013-10-28
11747,Kepler-1392 b,Kepler-1392,1,1,Transit,2016,Kepler,0,-1,5926.00,[Fe/H],2014-11-18
11748,Kepler-1392 b,Kepler-1392,1,1,Transit,2016,Kepler,0,-1,-1,*,2016-07-28
11749,Kepler-1393 b,Kepler-1393,1,1,Transit,2016,Kepler,0,-1,5771.00,[Fe/H],2014-11-21
11750,Kepler-1393 b,Kepler-1393,1,1,Transit,2016,Kepler,0,-1,5697.00,[Fe/H],2016-05-10
11751,Kepler-1393 b,Kepler-1393,1,1,Transit,2016,Kepler,0,-1,-1,*,2019-04-18
11752,Kepler-1393 b,Kepler-1393,1,1,Transit,2016,Kepler,0,-1,5561.00,[Fe/H],2017-05-08
11753,Kepler-1393 b,Kepler-1393,1,1,Transit,2016,Kepler,0,-1,5793.00,*,2013-10-28
11754,Kepler-1393 b,Kepler-1393,1,1,Transit,2016,Kepler,0,-1,5771.00,[Fe/H],2014-11-18
11755,Kepler-1393 b,Kepler-1393,1,1,Transit,2016,Kepler,0,-1,5771.00,[Fe/H],2015-08-25
11756,Kepler-1393 b,Kepler-1393,1,1,Transit,2016,Kepler,0,-1,-1,*,2018-09-25
11757,Kepler-1394 b,Kepler-1394,1,1,Transit,2016,Kepler,0,-1,6717.00,*,2013-10-28
11758,Kepler-1394 b,Kepler-1394,1,1,Transit,2016,Kepler,0,-1,6712.00,[Fe/H],2014-11-18
11759,Kepler-1394 b,Kepler-1394,1,1,Transit,2016,Kepler,0,-1,6712.00,[Fe/H],2015-08-25
11760,Kepler-1394 b,Kepler-1394,1,1,Transit,2016,Kepler,0,-1,6481.00,[Fe/H],2016-05-10
11761,Kepler-1394 b,Kepler-1394,1,1,Transit,2016,Kepler,0,-1,6565.00,[M/H],2019-04-18
11762,Kepler-1394 b,Kepler-1394,1,1,Transit,2016,Kepler,0,-1,6565.00,[M/H],2018-09-25
11763,Kepler-1394 b,Kepler-1394,1,1,Transit,2016,Kepler,0,-1,6422.00,*,2018-09-06
11764,Kepler-1394 b,Kepler-1394,1,1,Transit,2016,Kepler,0,-1,6277.00,[Fe/H],2017-05-08
11765,Kepler-1394 b,Kepler-1394,1,1,Transit,2016,Kepler,0,-1,6712.00,[Fe/H],2014-11-21
11766,Kepler-1395 b,Kepler-1395,1,1,Transit,2016,Kepler,0,-1,6461.00,[Fe/H],2014-11-21
11767,Kepler-1395 b,Kepler-1395,1,1,Transit,2016,Kepler,0,-1,6017.00,[Fe/H],2017-05-08
11768,Kepler-1395 b,Kepler-1395,1,1,Transit,2016,Kepler,0,-1,6138.00,[Fe/H],2016-05-10
11769,Kepler-1395 b,Kepler-1395,1,1,Transit,2016,Kepler,0,-1,6461.00,[Fe/H],2015-08-25
11770,Kepler-1395 b,Kepler-1395,1,1,Transit,2016,Kepler,0,-1,6461.00,[Fe/H],2014-11-18
11771,Kepler-1395 b,Kepler-1395,1,1,Transit,2016,Kepler,0,-1,6069.00,*,2018-09-06
11772,Kepler-1395 b,Kepler-1395,1,1,Transit,2016,Kepler,0,-1,6071.93,[M/H],2019-04-18
11773,Kepler-1395 b,Kepler-1395,1,1,Transit,2016,Kepler,0,-1,6071.93,[M/H],2018-09-25
11774,Kepler-1395 b,Kepler-1395,1,1,Transit,2016,Kepler,0,-1,6458.00,*,2013-10-28
11775,Kepler-1396 b,Kepler-1396,1,1,Transit,2016,Kepler,0,-1,6241.00,[Fe/H],2015-08-25
11776,Kepler-1396 b,Kepler-1396,1,1,Transit,2016,Kepler,0,-1,6241.00,[Fe/H],2014-11-21
11777,Kepler-1396 b,Kepler-1396,1,1,Transit,2016,Kepler,0,-1,5874.91,[M/H],2018-09-25
11778,Kepler-1396 b,Kepler-1396,1,1,Transit,2016,Kepler,0,-1,5874.91,[M/H],2016-07-28
11779,Kepler-1396 b,Kepler-1396,1,1,Transit,2016,Kepler,0,-1,6195.00,[Fe/H],2016-05-10
11780,Kepler-1396 b,Kepler-1396,1,1,Transit,2016,Kepler,0,-1,6238.00,*,2013-10-28
11781,Kepler-1396 b,Kepler-1396,1,1,Transit,2016,Kepler,0,-1,6241.00,[Fe/H],2014-11-18
11782,Kepler-1396 b,Kepler-1396,1,1,Transit,2016,Kepler,0,-1,5951.00,[Fe/H],2017-05-08
11783,Kepler-1396 b,Kepler-1396,1,1,Transit,2016,Kepler,0,-1,5947.00,*,2018-09-06
11784,Kepler-1396 b,Kepler-1396,1,1,Transit,2016,Kepler,0,-1,5874.91,[M/H],2019-04-18
11785,Kepler-1397 b,Kepler-1397,1,1,Transit,2016,Kepler,0,-1,5869.00,[Fe/H],2015-08-25
11786,Kepler-1397 b,Kepler-1397,1,1,Transit,2016,Kepler,0,-1,5905.00,*,2013-10-28
11787,Kepler-1397 b,Kepler-1397,1,1,Transit,2016,Kepler,0,-1,5869.00,[Fe/H],2014-11-21
11788,Kepler-1397 b,Kepler-1397,1,1,Transit,2016,Kepler,0,-1,5869.00,[Fe/H],2014-11-18
11789,Kepler-1397 b,Kepler-1397,1,1,Transit,2016,Kepler,0,-1,6206.00,*,2019-04-18
11790,Kepler-1397 b,Kepler-1397,1,1,Transit,2016,Kepler,0,-1,6206.00,*,2018-09-25
11791,Kepler-1397 b,Kepler-1397,1,1,Transit,2016,Kepler,0,-1,6026.00,[Fe/H],2016-05-10
11792,Kepler-1397 b,Kepler-1397,1,1,Transit,2016,Kepler,0,-1,6206.00,*,2016-07-28
11793,Kepler-1397 b,Kepler-1397,1,1,Transit,2016,Kepler,0,-1,6123.00,*,2018-09-06
11794,Kepler-1397 b,Kepler-1397,1,1,Transit,2016,Kepler,0,-1,6007.00,[Fe/H],2017-05-08
11795,Kepler-1398 b,Kepler-1398,1,2,Transit,2016,Kepler,0,-1,5758.00,[Fe/H],2017-05-08
11796,Kepler-1398 b,Kepler-1398,1,2,Transit,2016,Kepler,0,-1,6245.00,[Fe/H],2014-11-21
11797,Kepler-1398 b,Kepler-1398,1,2,Transit,2016,Kepler,0,-1,6126.00,[Fe/H],2016-05-10
11798,Kepler-1398 b,Kepler-1398,1,2,Transit,2016,Kepler,0,-1,6245.00,[Fe/H],2015-08-25
11799,Kepler-1398 b,Kepler-1398,1,2,Transit,2016,Kepler,0,-1,5998.20,[M/H],2018-09-25
11800,Kepler-1398 b,Kepler-1398,1,2,Transit,2016,Kepler,0,-1,5969.00,*,2018-09-06
11801,Kepler-1398 b,Kepler-1398,1,2,Transit,2016,Kepler,0,-1,5998.20,[M/H],2019-04-18
11802,Kepler-1398 b,Kepler-1398,1,2,Transit,2016,Kepler,0,-1,6263.00,*,2013-10-28
11803,Kepler-1398 b,Kepler-1398,1,2,Transit,2016,Kepler,0,-1,6245.00,[Fe/H],2014-11-18
11804,Kepler-1398 c,Kepler-1398,1,2,Transit,2016,Kepler,0,-1,6126.00,[Fe/H],2016-05-10
11805,Kepler-1398 c,Kepler-1398,1,2,Transit,2016,Kepler,0,-1,5969.00,*,2018-09-06
11806,Kepler-1398 c,Kepler-1398,1,2,Transit,2016,Kepler,0,-1,6245.00,[Fe/H],2015-08-25
11807,Kepler-1398 c,Kepler-1398,1,2,Transit,2016,Kepler,0,-1,5758.00,[Fe/H],2017-05-08
11808,Kepler-1398 c,Kepler-1398,1,2,Transit,2016,Kepler,0,-1,6245.00,[Fe/H],2014-11-18
11809,Kepler-1398 c,Kepler-1398,1,2,Transit,2016,Kepler,0,-1,6263.00,*,2013-10-28
11810,Kepler-1398 c,Kepler-1398,1,2,Transit,2016,Kepler,0,-1,6245.00,[Fe/H],2014-11-21
11811,Kepler-1398 c,Kepler-1398,1,2,Transit,2016,Kepler,0,-1,5998.20,[M/H],2019-04-18
11812,Kepler-1398 c,Kepler-1398,1,2,Transit,2016,Kepler,0,-1,5998.20,[M/H],2018-09-25
11813,Kepler-1399 b,Kepler-1399,1,1,Transit,2016,Kepler,0,-1,6119.00,[Fe/H],2015-08-25
11814,Kepler-1399 b,Kepler-1399,1,1,Transit,2016,Kepler,0,-1,6119.00,[Fe/H],2017-05-08
11815,Kepler-1399 b,Kepler-1399,1,1,Transit,2016,Kepler,0,-1,6123.00,*,2018-09-06
11816,Kepler-1399 b,Kepler-1399,1,1,Transit,2016,Kepler,0,-1,5547.00,*,2019-04-18
11817,Kepler-1399 b,Kepler-1399,1,1,Transit,2016,Kepler,0,-1,5547.00,*,2018-09-25
11818,Kepler-1399 b,Kepler-1399,1,1,Transit,2016,Kepler,0,-1,6119.00,[Fe/H],2014-11-18
11819,Kepler-1399 b,Kepler-1399,1,1,Transit,2016,Kepler,0,-1,5735.00,[Fe/H],2016-05-10
11820,Kepler-1399 b,Kepler-1399,1,1,Transit,2016,Kepler,0,-1,6119.00,[Fe/H],2014-11-21
11821,Kepler-1399 b,Kepler-1399,1,1,Transit,2016,Kepler,0,-1,5863.00,*,2013-10-28
11822,Kepler-14 b,Kepler-14,2,1,Transit,2011,Kepler,0,11.124.000,6395.00,[Fe/H],2014-05-14
11823,Kepler-14 b,Kepler-14,2,1,Transit,2011,Kepler,0,-1,6378.00,[M/H],2018-09-25
11824,Kepler-14 b,Kepler-14,2,1,Transit,2011,Kepler,0,-1,6372.00,[Fe/H],2017-05-08
11825,Kepler-14 b,Kepler-14,2,1,Transit,2011,Kepler,0,-1,6471.00,[Fe/H],2016-05-10
11826,Kepler-14 b,Kepler-14,2,1,Transit,2011,Kepler,0,-1,6378.00,[M/H],2016-07-28
11827,Kepler-14 b,Kepler-14,2,1,Transit,2011,Kepler,0,-1,6378.00,[Fe/H],2014-11-18
11828,Kepler-14 b,Kepler-14,2,1,Transit,2011,Kepler,0,12.395.370,6395.00,[Fe/H],2016-01-14
11829,Kepler-14 b,Kepler-14,2,1,Transit,2011,Kepler,0,-1,6378.00,[Fe/H],2015-08-25
11830,Kepler-14 b,Kepler-14,2,1,Transit,2011,Kepler,0,-1,6378.00,*,2023-03-28
11831,Kepler-14 b,Kepler-14,2,1,Transit,2011,Kepler,0,-1,6395.00,*,2013-10-28
11832,Kepler-14 b,Kepler-14,2,1,Transit,2011,Kepler,0,-1,6378.00,[Fe/H],2014-11-21
11833,Kepler-14 b,Kepler-14,2,1,Transit,2011,Kepler,0,-1,6378.00,[M/H],2019-04-18
11834,Kepler-140 b,Kepler-140,1,2,Transit,2014,Kepler,0,-1,6077.00,*,2014-05-14
11835,Kepler-140 b,Kepler-140,1,2,Transit,2014,Kepler,0,-1,6167.00,[Fe/H],2014-11-21
11836,Kepler-140 b,Kepler-140,1,2,Transit,2014,Kepler,0,-1,6167.00,[Fe/H],2014-11-18
11837,Kepler-140 b,Kepler-140,1,2,Transit,2014,Kepler,0,-1,6167.00,[Fe/H],2015-08-25
11838,Kepler-140 b,Kepler-140,1,2,Transit,2014,Kepler,0,-1,6024.00,*,2018-09-06
11839,Kepler-140 b,Kepler-140,1,2,Transit,2014,Kepler,0,-1,6206.00,*,2013-10-28
11840,Kepler-140 b,Kepler-140,1,2,Transit,2014,Kepler,0,-1,5945.00,[Fe/H],2017-05-08
11841,Kepler-140 b,Kepler-140,1,2,Transit,2014,Kepler,0,-1,6108.41,[M/H],2016-07-28
11842,Kepler-140 b,Kepler-140,1,2,Transit,2014,Kepler,0,-1,6109.00,[Fe/H],2016-05-10
11843,Kepler-140 b,Kepler-140,1,2,Transit,2014,Kepler,0,-1,6108.41,[M/H],2019-04-18
11844,Kepler-140 b,Kepler-140,1,2,Transit,2014,Kepler,0,-1,6108.41,[M/H],2018-09-25
11845,Kepler-140 c,Kepler-140,1,2,Transit,2014,Kepler,0,-1,6024.00,*,2018-09-06
11846,Kepler-140 c,Kepler-140,1,2,Transit,2014,Kepler,0,-1,6108.41,[M/H],2016-07-28
11847,Kepler-140 c,Kepler-140,1,2,Transit,2014,Kepler,0,-1,6077.00,*,2014-05-14
11848,Kepler-140 c,Kepler-140,1,2,Transit,2014,Kepler,0,-1,6108.41,[M/H],2018-09-25
11849,Kepler-140 c,Kepler-140,1,2,Transit,2014,Kepler,0,-1,6206.00,*,2013-10-28
11850,Kepler-140 c,Kepler-140,1,2,Transit,2014,Kepler,0,-1,5945.00,[Fe/H],2017-05-08
11851,Kepler-140 c,Kepler-140,1,2,Transit,2014,Kepler,0,-1,6167.00,[Fe/H],2014-11-18
11852,Kepler-140 c,Kepler-140,1,2,Transit,2014,Kepler,0,-1,6167.00,[Fe/H],2015-08-25
11853,Kepler-140 c,Kepler-140,1,2,Transit,2014,Kepler,0,-1,6167.00,[Fe/H],2014-11-21
11854,Kepler-140 c,Kepler-140,1,2,Transit,2014,Kepler,0,-1,6108.41,[M/H],2019-04-18
11855,Kepler-140 c,Kepler-140,1,2,Transit,2014,Kepler,0,-1,6109.00,[Fe/H],2016-05-10
11856,Kepler-1400 b,Kepler-1400,1,1,Transit,2016,Kepler,0,-1,5135.00,*,2018-09-06
11857,Kepler-1400 b,Kepler-1400,1,1,Transit,2016,Kepler,0,-1,4912.00,*,2019-04-18
11858,Kepler-1400 b,Kepler-1400,1,1,Transit,2016,Kepler,0,-1,5142.00,[Fe/H],2014-11-18
11859,Kepler-1400 b,Kepler-1400,1,1,Transit,2016,Kepler,0,-1,4912.00,*,2018-09-25
11860,Kepler-1400 b,Kepler-1400,1,1,Transit,2016,Kepler,0,-1,4946.00,*,2013-10-28
11861,Kepler-1400 b,Kepler-1400,1,1,Transit,2016,Kepler,0,-1,5142.00,[Fe/H],2017-05-08
11862,Kepler-1400 b,Kepler-1400,1,1,Transit,2016,Kepler,0,-1,5044.00,[Fe/H],2016-05-10
11863,Kepler-1400 b,Kepler-1400,1,1,Transit,2016,Kepler,0,-1,5142.00,[Fe/H],2014-11-21
11864,Kepler-1400 b,Kepler-1400,1,1,Transit,2016,Kepler,0,-1,5142.00,[Fe/H],2015-08-25
11865,Kepler-1401 b,Kepler-1401,1,1,Transit,2016,Kepler,0,-1,6057.00,*,2013-10-28
11866,Kepler-1401 b,Kepler-1401,1,1,Transit,2016,Kepler,0,-1,-1,*,2018-09-25
11867,Kepler-1401 b,Kepler-1401,1,1,Transit,2016,Kepler,0,-1,5964.00,[Fe/H],2016-05-10
11868,Kepler-1401 b,Kepler-1401,1,1,Transit,2016,Kepler,0,-1,6038.00,[Fe/H],2015-08-25
11869,Kepler-1401 b,Kepler-1401,1,1,Transit,2016,Kepler,0,-1,6038.00,[Fe/H],2014-11-18
11870,Kepler-1401 b,Kepler-1401,1,1,Transit,2016,Kepler,0,-1,6038.00,[Fe/H],2017-05-08
11871,Kepler-1401 b,Kepler-1401,1,1,Transit,2016,Kepler,0,-1,6038.00,[Fe/H],2014-11-21
11872,Kepler-1402 b,Kepler-1402,1,1,Transit,2016,Kepler,0,-1,5409.00,*,2013-10-28
11873,Kepler-1402 b,Kepler-1402,1,1,Transit,2016,Kepler,0,-1,5281.00,*,2018-09-25
11874,Kepler-1402 b,Kepler-1402,1,1,Transit,2016,Kepler,0,-1,5281.00,*,2019-04-18
11875,Kepler-1402 b,Kepler-1402,1,1,Transit,2016,Kepler,0,-1,5275.00,*,2018-09-06
11876,Kepler-1402 b,Kepler-1402,1,1,Transit,2016,Kepler,0,-1,5282.00,[Fe/H],2017-05-08
11877,Kepler-1402 b,Kepler-1402,1,1,Transit,2016,Kepler,0,-1,5416.00,[Fe/H],2016-05-10
11878,Kepler-1402 b,Kepler-1402,1,1,Transit,2016,Kepler,0,-1,5437.00,[Fe/H],2014-11-21
11879,Kepler-1402 b,Kepler-1402,1,1,Transit,2016,Kepler,0,-1,5437.00,[Fe/H],2015-08-25
11880,Kepler-1402 b,Kepler-1402,1,1,Transit,2016,Kepler,0,-1,5437.00,[Fe/H],2014-11-18
11881,Kepler-1403 b,Kepler-1403,1,1,Transit,2016,Kepler,0,-1,6337.00,*,2013-10-28
11882,Kepler-1403 b,Kepler-1403,1,1,Transit,2016,Kepler,0,-1,6449.00,*,2018-09-06
11883,Kepler-1403 b,Kepler-1403,1,1,Transit,2016,Kepler,0,-1,6019.00,*,2019-04-18
11884,Kepler-1403 b,Kepler-1403,1,1,Transit,2016,Kepler,0,-1,6060.00,[Fe/H],2016-05-10
11885,Kepler-1403 b,Kepler-1403,1,1,Transit,2016,Kepler,0,-1,6019.00,*,2018-09-25
11886,Kepler-1403 b,Kepler-1403,1,1,Transit,2016,Kepler,0,-1,6415.00,[Fe/H],2017-05-08
11887,Kepler-1403 b,Kepler-1403,1,1,Transit,2016,Kepler,0,-1,6449.00,[Fe/H],2014-11-18
11888,Kepler-1403 b,Kepler-1403,1,1,Transit,2016,Kepler,0,-1,6449.00,[Fe/H],2015-08-25
11889,Kepler-1403 b,Kepler-1403,1,1,Transit,2016,Kepler,0,-1,6449.00,[Fe/H],2014-11-21
11890,Kepler-1404 b,Kepler-1404,1,1,Transit,2016,Kepler,0,-1,5261.00,[Fe/H],2016-05-10
11891,Kepler-1404 b,Kepler-1404,1,1,Transit,2016,Kepler,0,-1,5125.00,*,2019-04-18
11892,Kepler-1404 b,Kepler-1404,1,1,Transit,2016,Kepler,0,-1,5380.00,[Fe/H],2017-05-08
11893,Kepler-1404 b,Kepler-1404,1,1,Transit,2016,Kepler,0,-1,5385.00,[Fe/H],2015-08-25
11894,Kepler-1404 b,Kepler-1404,1,1,Transit,2016,Kepler,0,-1,5384.00,*,2018-09-06
11895,Kepler-1404 b,Kepler-1404,1,1,Transit,2016,Kepler,0,-1,5426.00,*,2013-10-28
11896,Kepler-1404 b,Kepler-1404,1,1,Transit,2016,Kepler,0,-1,5385.00,[Fe/H],2014-11-21
11897,Kepler-1404 b,Kepler-1404,1,1,Transit,2016,Kepler,0,-1,5125.00,*,2016-07-28
11898,Kepler-1404 b,Kepler-1404,1,1,Transit,2016,Kepler,0,-1,5125.00,*,2018-09-25
11899,Kepler-1404 b,Kepler-1404,1,1,Transit,2016,Kepler,0,-1,5385.00,[Fe/H],2014-11-18
11900,Kepler-1405 b,Kepler-1405,1,1,Transit,2016,Kepler,0,-1,5653.00,*,2016-07-28
11901,Kepler-1405 b,Kepler-1405,1,1,Transit,2016,Kepler,0,-1,5858.00,[Fe/H],2017-05-08
11902,Kepler-1405 b,Kepler-1405,1,1,Transit,2016,Kepler,0,-1,5653.00,*,2019-04-18
11903,Kepler-1405 b,Kepler-1405,1,1,Transit,2016,Kepler,0,-1,5653.00,*,2018-09-25
11904,Kepler-1405 b,Kepler-1405,1,1,Transit,2016,Kepler,0,-1,5875.00,*,2013-10-28
11905,Kepler-1405 b,Kepler-1405,1,1,Transit,2016,Kepler,0,-1,5864.00,[Fe/H],2015-08-25
11906,Kepler-1405 b,Kepler-1405,1,1,Transit,2016,Kepler,0,-1,5864.00,[Fe/H],2014-11-18
11907,Kepler-1405 b,Kepler-1405,1,1,Transit,2016,Kepler,0,-1,5925.00,[Fe/H],2016-05-10
11908,Kepler-1405 b,Kepler-1405,1,1,Transit,2016,Kepler,0,-1,5862.00,*,2018-09-06
11909,Kepler-1405 b,Kepler-1405,1,1,Transit,2016,Kepler,0,-1,5864.00,[Fe/H],2014-11-21
11910,Kepler-1406 b,Kepler-1406,1,1,Transit,2016,Kepler,0,-1,5721.00,[Fe/H],2017-05-08
11911,Kepler-1406 b,Kepler-1406,1,1,Transit,2016,Kepler,0,-1,6060.00,[Fe/H],2015-08-25
11912,Kepler-1406 b,Kepler-1406,1,1,Transit,2016,Kepler,0,-1,-1,*,2018-09-25
11913,Kepler-1406 b,Kepler-1406,1,1,Transit,2016,Kepler,0,-1,6060.00,[Fe/H],2014-11-21
11914,Kepler-1406 b,Kepler-1406,1,1,Transit,2016,Kepler,0,-1,5892.00,[Fe/H],2016-05-10
11915,Kepler-1406 b,Kepler-1406,1,1,Transit,2016,Kepler,0,-1,6060.00,[Fe/H],2014-11-18
11916,Kepler-1406 b,Kepler-1406,1,1,Transit,2016,Kepler,0,-1,6071.00,*,2013-10-28
11917,Kepler-1406 b,Kepler-1406,1,1,Transit,2016,Kepler,0,-1,-1,*,2019-04-18
11918,Kepler-1407 b,Kepler-1407,1,1,Transit,2016,Kepler,0,-1,5896.00,*,2018-09-06
11919,Kepler-1407 b,Kepler-1407,1,1,Transit,2016,Kepler,0,-1,5817.00,*,2013-10-28
11920,Kepler-1407 b,Kepler-1407,1,1,Transit,2016,Kepler,0,-1,6086.00,[Fe/H],2014-11-18
11921,Kepler-1407 b,Kepler-1407,1,1,Transit,2016,Kepler,0,-1,6086.00,[Fe/H],2014-11-21
11922,Kepler-1407 b,Kepler-1407,1,1,Transit,2016,Kepler,0,-1,5800.00,*,2019-04-18
11923,Kepler-1407 b,Kepler-1407,1,1,Transit,2016,Kepler,0,-1,5902.00,[Fe/H],2017-05-08
11924,Kepler-1407 b,Kepler-1407,1,1,Transit,2016,Kepler,0,-1,5800.00,*,2018-09-25
11925,Kepler-1407 b,Kepler-1407,1,1,Transit,2016,Kepler,0,-1,5800.00,*,2016-07-28
11926,Kepler-1407 b,Kepler-1407,1,1,Transit,2016,Kepler,0,-1,6010.00,[Fe/H],2016-05-10
11927,Kepler-1407 b,Kepler-1407,1,1,Transit,2016,Kepler,0,-1,6086.00,[Fe/H],2015-08-25
11928,Kepler-1408 b,Kepler-1408,1,1,Transit,2016,Kepler,0,-1,6295.00,[Fe/H],2014-11-21
11929,Kepler-1408 b,Kepler-1408,1,1,Transit,2016,Kepler,0,-1,6170.00,[Fe/H],2016-05-10
11930,Kepler-1408 b,Kepler-1408,1,1,Transit,2016,Kepler,0,-1,6295.00,[Fe/H],2014-11-18
11931,Kepler-1408 b,Kepler-1408,1,1,Transit,2016,Kepler,0,-1,5888.00,[Fe/H],2017-05-08
11932,Kepler-1408 b,Kepler-1408,1,1,Transit,2016,Kepler,0,-1,6295.00,[Fe/H],2015-08-25
11933,Kepler-1408 b,Kepler-1408,1,1,Transit,2016,Kepler,0,-1,6037.31,[M/H],2019-04-18
11934,Kepler-1408 b,Kepler-1408,1,1,Transit,2016,Kepler,0,-1,6018.00,*,2018-09-06
11935,Kepler-1408 b,Kepler-1408,1,1,Transit,2016,Kepler,0,-1,6052.00,*,2013-10-28
11936,Kepler-1408 b,Kepler-1408,1,1,Transit,2016,Kepler,0,-1,6037.31,[M/H],2018-09-25
11937,Kepler-1409 b,Kepler-1409,1,1,Transit,2016,Kepler,0,-1,5231.00,[Fe/H],2017-05-08
11938,Kepler-1409 b,Kepler-1409,1,1,Transit,2016,Kepler,0,-1,5231.00,[Fe/H],2014-11-18
11939,Kepler-1409 b,Kepler-1409,1,1,Transit,2016,Kepler,0,-1,5231.00,[Fe/H],2014-11-21
11940,Kepler-1409 b,Kepler-1409,1,1,Transit,2016,Kepler,0,-1,5026.67,[M/H],2019-04-18
11941,Kepler-1409 b,Kepler-1409,1,1,Transit,2016,Kepler,0,-1,5231.00,[Fe/H],2015-08-25
11942,Kepler-1409 b,Kepler-1409,1,1,Transit,2016,Kepler,0,-1,5026.67,[M/H],2018-09-25
11943,Kepler-1409 b,Kepler-1409,1,1,Transit,2016,Kepler,0,-1,5160.00,[Fe/H],2016-05-10
11944,Kepler-1409 b,Kepler-1409,1,1,Transit,2016,Kepler,0,-1,5187.00,*,2013-10-28
11945,Kepler-1409 b,Kepler-1409,1,1,Transit,2016,Kepler,0,-1,5113.00,*,2018-09-06
11946,Kepler-141 b,Kepler-141,1,2,Transit,2014,Kepler,0,-1,4173.00,[Fe/H],2014-11-18
11947,Kepler-141 b,Kepler-141,1,2,Transit,2014,Kepler,0,-1,4173.00,[Fe/H],2014-11-21
11948,Kepler-141 b,Kepler-141,1,2,Transit,2014,Kepler,0,-1,4847.20,[M/H],2018-09-25
11949,Kepler-141 b,Kepler-141,1,2,Transit,2014,Kepler,0,-1,4104.00,*,2013-10-28
